"CASEID_NEW","PPGENDER","RESPONDENT_RACE","PPAGE","RESPONDENT_YRSED","HHINC","PPPARTYID3","GLBSTATUS","SAME_SEX_COUPLE","PARTNER_RACE","AGE_DIFFERENCE","PARTNER_YRSED","Q23","Q12","HOW_LONG_RELATIONSHIP","PARENTAL_APPROVAL","RELATIONSHIP_QUALITY"
1375681,"(1) male","(1) NH white",68,7.5,27250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",4,13,"(3) partner earned more","(2) democrat",36,NA,"(4) good"
1376386,"(1) male","(1) NH white",38,12,112250,"(3) democrat","(1) glb","(1) same-sex couple","(1) NH white",0,20,"(1) i earned more","(2) democrat",4,"(1) approve","(4) good"
1377811,"(1) male","(1) NH white",81,12,37250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",1,12,"(1) i earned more","(2) democrat",61,NA,"(5) excellent"
1378732,"(2) female","(1) NH white",73,14,13750,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",11,20,"(1) i earned more","(1) republican",54,NA,"(3) fair"
1379291,"(1) male","(1) NH white",29,16,67250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",3,17,"(3) partner earned more","(4) another party, please specify",8,"(1) approve","(5) excellent"
1380606,"(2) female","(1) NH white",60,13,112250,"(3) democrat","(1) glb","(1) same-sex couple","(1) NH white",12,13,"(1) i earned more","(3) independent",24,NA,"(5) excellent"
1381205,"(2) female","(1) NH white",20,13,55000,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",4,14,"(3) partner earned more","(5) no preference",0.75,"(1) approve","(5) excellent"
1382546,"(2) female","(1) NH white",54,12,37250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",4,13,"(1) i earned more","(1) republican",9,"(0) don't approve or don't know","(4) good"
1383671,"(1) male","(1) NH white",67,13,17250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",4,13,"(1) i earned more","(5) no preference",46,NA,"(5) excellent"
1384431,"(1) male","(1) NH white",43,12,92250,"(1) republican","(0) not glb","(0) different sex couple","(4) NH Asian Pac Islander",0,16,"(2) we earned about the same amount","(4) another party, please specify",13,"(1) approve","(5) excellent"
1386291,"(2) female","(1) NH white",29,17,45000,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",1,17,"(3) partner earned more","(1) republican",9,"(1) approve","(5) excellent"
1387255,"(1) male","(1) NH white",25,16,112250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",1,13,"(1) i earned more","(2) democrat",1.5,"(0) don't approve or don't know","(4) good"
1388606,"(1) male","(1) NH white",60,16,37250,"(3) democrat","(1) glb","(0) different sex couple","(4) NH Asian Pac Islander",0,12,"(1) i earned more","(2) democrat",4,"(1) approve","(5) excellent"
1392612,"(2) female","(1) NH white",61,16,32250,"(1) republican","(1) glb","(1) same-sex couple","(1) NH white",8,16,"(2) we earned about the same amount","(3) independent",8,"(0) don't approve or don't know","(3) fair"
1393286,"(1) male","(1) NH white",28,12,37250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",2,14,"(3) partner earned more","(5) no preference",15,"(1) approve","(5) excellent"
1394385,"(1) male","(1) NH white",38,16,67250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",8,17,"(1) i earned more","(2) democrat",6,"(1) approve","(4) good"
1396626,"(1) male","(2) NH black",62,13,45000,"(3) democrat","(0) not glb","(0) different sex couple","(2) NH black",28,12,"(1) i earned more","(2) democrat",7,NA,"(4) good"
1398431,"(1) male","(1) NH white",43,12,45000,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",0,12,"(1) i earned more","(5) no preference",15,"(0) don't approve or don't know","(3) fair"
1401456,"(1) male","(1) NH white",45,13,2e+05,"(1) republican","(1) glb","(1) same-sex couple","(1) NH white",1,9,"(2) we earned about the same amount","(3) independent",20,"(1) approve","(4) good"
1402461,"(1) male","(1) NH white",46,13,92250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",1,16,"(1) i earned more","(2) democrat",25,"(1) approve","(4) good"
1403571,"(1) male","(6) Hispanic",57,13,2e+05,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",4,14,"(1) i earned more","(5) no preference",37,NA,"(5) excellent"
1405701,"(1) male","(1) NH white",70,14,27250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",18,12,"(3) partner earned more","(5) no preference",31,NA,"(5) excellent"
1408531,"(2) female","(1) NH white",53,17,112250,"(3) democrat","(1) glb","(0) different sex couple","(1) NH white",1,17,"(2) we earned about the same amount","(2) democrat",40,"(1) approve","(3) fair"
1409551,"(1) male","(1) NH white",55,13,92250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",1,12,"(1) i earned more","(1) republican",35,NA,"(5) excellent"
1410441,"(2) female","(1) NH white",44,13,27250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",1,13,"(2) we earned about the same amount","(2) democrat",23,"(0) don't approve or don't know","(5) excellent"
1411661,"(1) male","(1) NH white",66,13,55000,"(1) republican","(1) glb","(0) different sex couple","(1) NH white",1,13,"(1) i earned more","(1) republican",41,NA,"(5) excellent"
1412495,"(1) male","(6) Hispanic",49,13,8750,"(3) democrat","(0) not glb","(0) different sex couple","(2) NH black",10,12,"(1) i earned more","(2) democrat",10,NA,"(4) good"
1413821,"(1) male","(1) NH white",82,13,17250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",19,12,"(1) i earned more","(5) no preference",4,NA,"(4) good"
1416791,"(1) male","(1) NH white",79,12,27250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",4,12,"(2) we earned about the same amount","(2) democrat",58,NA,"(5) excellent"
1418265,"(2) female","(1) NH white",26,16,137250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",0,16,"(2) we earned about the same amount","(3) independent",4,"(1) approve","(5) excellent"
1421401,"(1) male","(1) NH white",40,12,67250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",7,17,"(1) i earned more","(2) democrat",18,"(1) approve","(4) good"
1422621,"(1) male","(1) NH white",62,14,55000,"(2) other","(1) glb","(0) different sex couple","(6) Hispanic",2,13,"(1) i earned more","(3) independent",40,"(1) approve","(5) excellent"
1425271,"(2) female","(2) NH black",27,17,55000,"(3) democrat","(0) not glb","(0) different sex couple","(2) NH black",0,14,"(3) partner earned more","(2) democrat",9,"(1) approve","(5) excellent"
1426355,"(1) male","(6) Hispanic",35,13,67250,"(3) democrat","(0) not glb","(0) different sex couple","(6) Hispanic",5,12,"(1) i earned more","(5) no preference",2.5,"(1) approve","(5) excellent"
1427636,"(2) female","(1) NH white",63,14,92250,"(3) democrat","(1) glb","(1) same-sex couple","(1) NH white",2,17,"(3) partner earned more","(2) democrat",23,NA,"(5) excellent"
1428631,"(2) female","(1) NH white",63,17,22250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",22,13,"(3) partner earned more","(2) democrat",39,NA,"(5) excellent"
1430681,"(2) female","(1) NH white",68,12,37250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",4,12,"(3) partner earned more","(1) republican",14,NA,"(5) excellent"
1433533,"(1) male","(1) NH white",53,12,37250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",2,12,"(1) i earned more","(5) no preference",38,"(1) approve","(4) good"
1434421,"(1) male","(2) NH black",42,14,32250,"(3) democrat","(0) not glb","(0) different sex couple","(2) NH black",2,16,"(3) partner earned more","(2) democrat",14,NA,"(4) good"
1435285,"(2) female","(6) Hispanic",28,13,67250,"(3) democrat","(0) not glb","(0) different sex couple","(2) NH black",2,16,"(3) partner earned more","(4) another party, please specify",0.05000000075,"(0) don't approve or don't know","(4) good"
1437591,"(2) female","(3) NH Amer Indian",59,14,17250,"(1) republican","(0) not glb","(0) different sex couple","(3) NH Amer Indian",3,13,"(3) partner earned more","(2) democrat",39,NA,"(4) good"
1438781,"(1) male","(1) NH white",78,12,67250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",1,12,"(2) we earned about the same amount","(3) independent",54,NA,"(5) excellent"
1439225,"(2) female","(1) NH white",22,14,67250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",2,13,"(3) partner earned more","(2) democrat",1.5,"(1) approve","(5) excellent"
1440573,"(1) male","(6) Hispanic",57,13,37250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",6,13,"(2) we earned about the same amount","(5) no preference",0.75,NA,"(5) excellent"
1445491,"(2) female","(1) NH white",49,17,80000,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",4,12,"(1) i earned more","(1) republican",14,NA,"(5) excellent"
1446561,"(2) female","(1) NH white",56,16,55000,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",1,16,"(3) partner earned more","(1) republican",29,NA,"(5) excellent"
1447506,"(1) male","(2) NH black",50,13,27250,"(3) democrat","(0) not glb","(0) different sex couple","(2) NH black",5,14,"(3) partner earned more","(2) democrat",0.75,"(1) approve","(4) good"
1449706,"(2) female","(1) NH white",70,13,45000,"(3) democrat","(1) glb","(1) same-sex couple","(1) NH white",14,13,"(3) partner earned more","(2) democrat",17,NA,"(5) excellent"
1450553,"(1) male","(1) NH white",55,13,55000,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",3,13,"(1) i earned more","(2) democrat",0.44999998808,"(0) don't approve or don't know","(4) good"
1451501,"(2) female","(1) NH white",50,20,112250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",0,20,"(3) partner earned more","(3) independent",31,"(1) approve","(4) good"
1453663,"(2) female","(1) NH white",66,20,8750,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",4,16,"(3) partner earned more","(5) no preference",0.05000000075,NA,"(4) good"
1454411,"(1) male","(1) NH white",41,12,45000,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",5,12,"(3) partner earned more","(1) republican",17,"(1) approve","(4) good"
1456556,"(1) male","(1) NH white",55,16,45000,"(3) democrat","(1) glb","(1) same-sex couple","(1) NH white",6,16,"(2) we earned about the same amount","(2) democrat",13,"(1) approve","(4) good"
1458801,"(2) female","(1) NH white",80,12,22250,"(3) democrat","(0) not glb","(0) different sex couple","(6) Hispanic",4,12,"(3) partner earned more","(3) independent",62,NA,"(5) excellent"
1459321,"(1) male","(1) NH white",32,13,45000,"(3) democrat","(1) glb","(0) different sex couple","(1) NH white",4,16,"(3) partner earned more","(2) democrat",8,"(1) approve","(5) excellent"
1461341,"(1) male","(1) NH white",34,20,67250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",3,17,"(1) i earned more","(3) independent",12,"(1) approve","(5) excellent"
1463856,"(1) male","(1) NH white",85,13,80000,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",7,12,"(2) we earned about the same amount","(1) republican",0.15000000596,NA,"(5) excellent"
1464431,"(1) male","(6) Hispanic",43,16,112250,"(3) democrat","(0) not glb","(0) different sex couple","(6) Hispanic",3,16,"(1) i earned more","(2) democrat",15,"(1) approve","(5) excellent"
1465371,"(1) male","(6) Hispanic",37,16,67250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",4,20,"(1) i earned more","(4) another party, please specify",17,"(1) approve","(5) excellent"
1466245,"(2) female","(1) NH white",24,16,112250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",0,16,"(3) partner earned more","(1) republican",8,"(1) approve","(4) good"
1467541,"(2) female","(1) NH white",54,9,27250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",7,12,NA,"(2) democrat",21,NA,"(5) excellent"
1468606,"(2) female","(1) NH white",60,14,55000,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",10,13,"(3) partner earned more","(2) democrat",36,"(0) don't approve or don't know","(4) good"
1469225,"(2) female","(1) NH white",22,13,55000,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",1,16,"(1) i earned more","(2) democrat",0.44999998808,"(1) approve","(5) excellent"
1472491,"(1) male","(1) NH white",49,13,80000,"(1) republican","(1) glb","(0) different sex couple","(1) NH white",6,14,"(1) i earned more","(2) democrat",27,"(1) approve","(5) excellent"
1473421,"(1) male","(1) NH white",42,12,67250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",6,14,"(1) i earned more","(1) republican",15,"(1) approve","(5) excellent"
1474566,"(1) male","(6) Hispanic",56,20,137250,"(3) democrat","(1) glb","(1) same-sex couple","(1) NH white",4,13,"(1) i earned more","(2) democrat",26,"(1) approve","(4) good"
1475711,"(2) female","(6) Hispanic",71,11,45000,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",1,12,"(3) partner earned more","(1) republican",48,NA,"(5) excellent"
1476271,"(2) female","(1) NH white",27,13,55000,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",4,12,"(3) partner earned more","(1) republican",9,"(1) approve","(4) good"
1477205,"(2) female","(1) NH white",20,13,112250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",0,13,"(1) i earned more","(1) republican",1.5,"(1) approve","(5) excellent"
1478566,"(1) male","(1) NH white",56,13,80000,"(3) democrat","(1) glb","(1) same-sex couple","(1) NH white",1,16,"(2) we earned about the same amount","(2) democrat",37,"(1) approve","(5) excellent"
1479275,"(1) male","(1) NH white",27,13,45000,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",5,13,"(1) i earned more","(2) democrat",0.15000000596,"(0) don't approve or don't know","(4) good"
1480621,"(2) female","(1) NH white",62,16,92250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",2,16,"(2) we earned about the same amount","(2) democrat",43,"(1) approve","(5) excellent"
1482336,"(1) male","(1) NH white",33,16,162250,"(3) democrat","(1) glb","(1) same-sex couple","(1) NH white",0,13,"(1) i earned more","(2) democrat",9,NA,"(5) excellent"
1484521,"(2) female","(1) NH white",52,12,55000,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",3,14,"(3) partner earned more","(2) democrat",36,"(0) don't approve or don't know","(4) good"
1485791,"(1) male","(1) NH white",79,13,32250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",1,12,"(1) i earned more","(2) democrat",NA,NA,"(5) excellent"
1488486,"(2) female","(1) NH white",48,12,55000,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",13,14,"(3) partner earned more","(1) republican",9,"(1) approve","(5) excellent"
1490563,"(1) male","(6) Hispanic",56,20,67250,"(3) democrat","(1) glb","(1) same-sex couple",NA,8,17,"(1) i earned more","(1) republican",9,NA,"(4) good"
1491391,"(1) male","(2) NH black",39,13,67250,"(3) democrat","(0) not glb","(0) different sex couple","(2) NH black",1,16,"(1) i earned more","(2) democrat",16,"(1) approve","(5) excellent"
1492642,"(2) female","(1) NH white",64,12,32250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",1,7.5,"(3) partner earned more","(1) republican",4,NA,"(5) excellent"
1493501,"(1) male","(1) NH white",50,13,112250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",2,13,"(1) i earned more","(2) democrat",29,NA,"(4) good"
1494381,"(1) male","(2) NH black",38,14,92250,"(3) democrat","(0) not glb","(0) different sex couple","(5) NH Other",1,13,"(1) i earned more","(2) democrat",15,NA,"(5) excellent"
1495643,"(2) female","(1) NH white",64,16,11250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",20,12,"(2) we earned about the same amount","(2) democrat",14,NA,"(4) good"
1496621,"(2) female","(1) NH white",62,12,45000,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",3,13,"(3) partner earned more","(2) democrat",46,NA,"(5) excellent"
